Wilayah,Narsum,Kategori_Responden,Pertanyaan,Tanggapan
Sentani,Dinas Sosial,KII,Skenario 6 bulan ke depan:,"Sosial: Stigma dan diskriminasi terhadap anak bermasalah, terutama di lingkungan sekolah."
Sentani,Dinas Sosial,KII,Apa yang perlu dilakukan dan oleh siapa?,Fasilitas Rehabilitasi: Perlu penambahan fasilitas rehab karena saat ini sangat kurang.
Sentani,Dinas Sosial,KII,Apa yang perlu dilakukan dan oleh siapa?,Pendampingan Keluarga: Keluarga perlu didorong untuk lebih bertanggung jawab dalam merawat anggota keluarganya yang bermasalah.
Sentani,Dinas Sosial,KII,Apa yang perlu dilakukan dan oleh siapa?,Ruang Publik: Perlu disediakan ruang bermain/berkegiatan positif untuk anak-anak yang terjangkau (gratis/murah).
Sentani,Dinas Sosial,KII,Apa jenis kegiatan  Pembinaan perdamaian yang dapat kami kontribusikan?,"Mendengar ada program pendampingan anak dari pihak tertentu, hal ini sangat bagus. Jika anak-anak tersebut termasuk dalam komunitas kampung yang ada, bisa bekerja sama untuk mengawasi mereka."
Sentani,Dinas Sosial,KII,Apa jenis kegiatan  Pembinaan perdamaian yang dapat kami kontribusikan?,Adanya lembaga yang membantu proses rehabilitasi dan pendampingan jangka panjang.
Sentani,Dinas Sosial,KII,Apa jenis kegiatan  Pembinaan perdamaian yang dapat kami kontribusikan?,Pentingnya membangun kesadaran keluarga untuk mendukung pemulihan anak-anak mereka.
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"PAUD: Banyak PAUD yang dibuka hanya untuk mendapatkan bantuan (BUP), tetapi tidak berjalan karena tidak ada tenaga pengajar yang memiliki gelar pendidikan yang sesuai."
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Honor Guru: Dana APBD tidak mencukupi sehingga pembayaran honor guru sering terlambat.
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Status Bangunan: Banyak bangunan PAUD menggunakan rumah pribadi, sehingga saat ada bantuan sulit dicairkan karena tidak memiliki sertifikat sebagai gedung sekolah."
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"SD: Banyak SD dalam kondisi rusak, dana tidak cukup untuk perbaikan."
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Sengketa Tanah: Terjadi pemalangan sekolah karena tanah sekolah belum dibayar. Akibatnya, anak-anak di kampung sendiri tidak bisa sekolah dengan baik."
Sentani,Dinas Pendidikan,KII,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Pelepasan Tanah: Syarat utama untuk perbaikan gedung adalah adanya pelepasan tanah, namun ini sering menjadi kendala."
Sentani,Dinas Pendidikan,KII,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Palang Sekolah: Masalah utama adalah pemalangan sekolah oleh pemilik hak tanah.
Sentani,Dinas Pendidikan,KII,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Potensi Konflik Dana: Saat ini masalah dana belum menimbulkan konflik, tapi ke depannya berpotensi muncul konflik. Indikasinya bisa terlihat dari media sosial yang mulai menjelekkan nama dinas tertentu."
Sentani,Dinas Pendidikan,KII,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Pembagian Dana: Dana dari pusat dibagi merata ke 5 bidang, sehingga ada pihak yang tidak mendapat bantuan dan tidak sempat digaji."
Sentani,Dinas Pendidikan,KII,Bagaimana ketegangan tersebut muncul?,Masalah Pengelolaan Keuangan: Masalah yang muncul sebelumnya disebabkan oleh Penjabat (PJ) atau pejabat sebelumnya yang tidak bisa mengelola keuangan dengan baik.
Sentani,Dinas Pendidikan,KII,Bagaimana ketegangan tersebut muncul?,Isu Suku: Ditanyakan apakah ada potensi konflik antar suku (antara pembuat sekolah dan pemegang sistem pemerintahan). Jawaban: Di sekolah tidak ada masalah terkait suku.
Sentani,Dinas Pendidikan,KII,Mengapa ketegangan ini terjadi?,"Karena adanya oknum yang tidak mampu mengelola keuangan dengan baik, serta masalah kepemilikan tanah yang belum terselesaikan."
Sentani,Dinas Pendidikan,KII,Bagaimana ketegangan ini berubah dalam beberapa bulan terakhir?,Pihak dinas berusaha meredam jika ada yang mulai membicarakan tentang dana yang belum cair agar tidak terjadi konflik di masyarakat.
Sentani,Dinas Pendidikan,KII,Siapa kelompok rentan/berisiko tinggi?,Orang yang punya hak atas tanah dan anak-anak menjadi korban karena tidak bisa bersekolah akibat pemalangan.
Sentani,Dinas Pendidikan,KII,"Bagaimana masyarakat memandang aktor (Pemerintah, LSM, dll)?","Kebanyakan guru yang bermasalah adalah saudara sendiri (Orang Asli Papua/OAP). Mereka mengajar hanya sebagai rutinitas dan mengincar gaji, bukan sebagai panggilan."
Sentani,Dinas Pendidikan,KII,"Bagaimana masyarakat memandang aktor (Pemerintah, LSM, dll)?","Hal ini mempengaruhi orang luar yang datang bekerja, karena mereka menjadi tidak segan dan ikut-ikutan melakukan hal yang sama."
Sentani,Dinas Pendidikan,KII,Skenario 6 bulan ke depan:,Keamanan: Tidak ada karena lingkungan aman
Sentani,Dinas Pendidikan,KII,Skenario 6 bulan ke depan:,Politik: Politik tidak mempengaruhi tugas di dinas pendidikan.
Sentani,Dinas Pendidikan,KII,Skenario 6 bulan ke depan:,Ekonomi: Potensi konflik bisa muncul terkait dana yang belum cair dan masalah tanah sekolah.
Sentani,Dinas Pendidikan,KII,Apa yang perlu dilakukan dan oleh siapa?,Saat ini pihak dinas berusaha meredam pembicaraan tentang dana yang belum cair agar tidak memicu konflik.
Sentani,Dinas Pendidikan,KII,Apa yang bisa dilakukan Bersama dengan WVI:,"Penyuluhan untuk Guru: Mengingatkan bahwa profesi guru adalah panggilan untuk mengajar, bukan sekadar rutinitas harian yang hanya mengincar gaji."
Sentani,Dinas Pendidikan,KII,Apa yang bisa dilakukan Bersama dengan WVI:,"Pembinaan Spiritual: Agar guru menyadari bahwa tugas mereka adalah panggilan mulia, sehingga anak-anak bisa melihat sosok Tuhan Yesus melalui diri guru."
Sentani,Dinas Pendidikan,KII,Apa yang bisa dilakukan Bersama dengan WVI:,Peningkatan Skill: Agar guru bisa mengajar dengan cara yang menarik sehingga anak-anak lebih memahami pelajaran.
Sentani,Dinas Pendidikan,KII,Pesan untuk WVI:,"Kegiatan apa pun yang dilakukan untuk melayani Tuhan dan mengasihi sesama akan aman-aman saja, terutama jika dilakukan bersama OAP."
Sentani,Dinas Pendidikan,KII,Pesan untuk WVI:,Diharapkan ada lembaga yang membantu menyadarkan guru akan panggilan mulia mereka.
Asmat,RJF,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,"Kebutuhan Jangka Pendek (Saat Ini): Mencakup pemenuhan keamanan, kesehatan darurat, pangan/logistik, serta pemenuhan layanan dasar."
Asmat,RJF,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,"Kebutuhan Jangka Menengah-Panjang (Masa Depan): Meliputi perbaikan tata kelola yang transparan, pembangunan infrastruktur, pemberdayaan ekonomi, pendidikan, manajemen konflik, serta pembangunan sistem kesiapsiagaan."
Asmat,RJF,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.","Masyarakat–Aparat: Ketidakpercayaan, kecurigaan penggunaan kekuatan, reaksi emosional atas insiden."
Asmat,RJF,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.","Antar-Kelompok Lokal: Sengketa wilayah adat, distribusi bantuan antar kampung."
Asmat,RJF,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.","Sosial-Ekonomi: Ketimpangan akses bantuan, keterbatasan lapangan kerja, ketergantungan pada bantuan pemerintah."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Insiden keamanan (benturan warga–aparat, penangkapan, dugaan kekerasan)."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,Distribusi bantuan tidak merata.
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,Proyek tanpa konsultasi adat.
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Isu politik lokal (pemilu, rekrutmen aparat kampung, penunjukan pejabat)."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Keterbatasan layanan negara (kesehatan, pendidikan, transportasi, informasi)."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Masalah hak adat (batas wilayah, ganti rugi, pelibatan adat)."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Trauma sosial masa lalu (krisis kesehatan, konflik, ketidakadilan)."
Asmat,RJF,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Lemahnya komunikasi pemerintah–warga (bahasa, budaya, aspirasi lambat ditanggapi)."
Asmat,RJF,KII,Menurut anda mengapa ketegangan ini terjadi?,"Krisis di Asmat adalah cermin dari ketimpangan struktural dan lemahnya kehadiran negara. Konflik di Asmat bersifat laten dan berlapis. Krisis hanya menjadi katalis yang mempercepat munculnya ketegangan lama. Ketegangan bersifat situasional, muncul saat ada pemicu, tetapi berakar pada masalah struktural yang belum terselesaikan."
Asmat,RJF,KII,Bagaimana ketegangan tersebut berubah dalam beberapa bulan terakhir?,"Pola “Tenang – Meledak – Reda”: konflik laten, reaktif, muncul saat ada insiden kecil. Sensitivitas Tinggi terhadap Isu Keamanan: isu cepat menyebar, reaksi emosional meningkat. Ketergantungan pada Mediasi Adat: konflik lebih banyak diselesaikan oleh tokoh adat/agama daripada hukum formal. Potensi Eskalasi: ketidakpuasan belum selesai, dialog belum sistematis, akar masalah belum tuntas."
Asmat,RJF,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Anak-anak (0–12 tahun): Bergantung penuh pada orang dewasa, akses gizi dan kesehatan terbatas, sangat rentan terhadap penyakit dan trauma."
Asmat,RJF,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Remaja (13–18 tahun): Fase pencarian identitas, mudah terpengaruh lingkungan, rawan putus sekolah, minim aktivitas positif."
Asmat,RJF,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Perempuan dan ibu tunggal: Menanggung beban ganda (ekonomi + pengasuhan), akses perlindungan hukum terbatas."
Asmat,RJF,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Keluarga miskin dan terpencil: Sulit mengakses bantuan, minim cadangan pangan, paling terdampak saat distribusi terganggu."
Asmat,RJF,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Penyandang disabilitas dan lansia: Kesulitan evakuasi, bergantung pada keluarga, sering terabaikan saat krisis."
Asmat,RJF,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?","Fisik/Kesehatan: Layanan kesehatan terganggu, distribusi pangan terhambat, risiko gizi buruk dan penyakit meningkat."
Asmat,RJF,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?","Psikologis/Emosional: Rasa takut, trauma, gangguan tidur, kecemasan; pada remaja muncul depresi, agresivitas, atau menarik diri."
Asmat,RJF,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?","Pendidikan: Sekolah ditutup, guru absen, anak terpaksa membantu ekonomi keluarga, risiko putus sekolah tinggi."
Asmat,RJF,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?","Sosial/Perilaku: Normalisasi kekerasan, peniruan perilaku agresif, konflik antar kelompok muda, penyalahgunaan alkohol/zat."
Asmat,RJF,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?","Eksploitasi/Kekerasan: Risiko eksploitasi anak, pernikahan dini, KDRT meningkat, perlindungan sosial melemah."
Asmat,RJF,KII,Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,"Apa yang menyatukan (Modal Sosial): Ikatan kekerabatan, tokoh adat/agama, dan budaya gotong royong menjadi kekuatan bertahan."
Asmat,RJF,KII,Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,"Apa yang memecah belah: Distribusi bantuan tidak adil, sengketa lahan adat, proyek tanpa konsultasi, dan trauma masa lalu."
Asmat,RJF,KII,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian?",Kelompok: Tokoh adat (Kepala Marga & Tokoh Adat) dan Tokoh Agama (Tokoh Gereja & Rohani) yang berperan dalam mediasi konflik.
Asmat,RJF,KII,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian?","Kegiatan: Forum musyawarah adat, mediasi konflik, koordinasi dan komunikasi terbuka, pelibatan adat sejak awal kebijakan, pendekatan persuasif aparat, transparansi distribusi sumber daya, peran aktif tokoh agama."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kelompok Politik (Pemda, Elite Lokal, DPRD, Kepala Kampung)"
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Kantor Bupati, DPRD, kantor distrik/kampung, forum Musrenbang di Agats."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Menjaga stabilitas pemerintahan, mengelola pembangunan/anggaran, mempertahankan legitimasi politik, mencegah eskalasi konflik."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Otoritas regulasi, kontrol distribusi bantuan/proyek, akses aparat, kendali komunikasi resmi."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Hubungan: Politik dan Adat saling kooperatif saat musyawarah, kompetitif bila adat tidak dilibatkan, berpotensi konflik jika hak adat dilanggar. Politik dan Keamanan formalnya kooperatif, tetapi bisa tegang bila aparat dianggap represif. Politik dan Kemanusiaan (LSM) kooperatif dalam bantuan, kadang berbeda narasi soal HAM."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Kelompok Keamanan (TNI–Polri)
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Polres Asmat, Koramil, pos keamanan, pelabuhan, kantor pemerintah."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Menjaga ketertiban, mencegah konflik terbuka, menegakkan hukum, mengamankan fasilitas vital."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Kewenangan hukum, kontrol fisik wilayah strategis, efek psikologis kehadiran aparat, respon cepat insiden."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Hubungan: Keamanan dan Adat/Masyarakat kooperatif dalam pengamanan adat, tegang saat insiden hukum, konflik bila ada dugaan ketidakadilan. Keamanan dan Agama umumnya kooperatif, gereja sering jadi mediator."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Kelompok Adat/Budaya (Kepala Marga & Tokoh Adat / Dewan Adat)
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Rumah adat, kampung asal marga, forum musyawarah adat, upacara adat."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Melindungi hak/tanah adat, menjaga kehormatan marga, menegakkan hukum adat, mempertahankan identitas budaya."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Legitimasi sosial kuat, mobilisasi solidaritas, otoritas konflik lokal, bisa meredam atau memicu eskalasi."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Hubungan: Agama dan Adat sangat kooperatif, sering bekerja bersama dalam mediasi. Adat dan Ekonomi kooperatif dalam perdagangan, kompetitif bila terkait lahan atau distribusi sumber daya."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Kelompok Agama (Tokoh Gereja & Rohani)
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Gereja, sekolah berbasis agama, rumah pelayanan umat."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Menjaga perdamaian, melindungi umat, memberi pendampingan moral/spiritual."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Otoritas moral tinggi, akses langsung ke komunitas, kemampuan mediasi, pengaruh opini publik."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Hubungan: Agama dan Politik kooperatif dalam kegiatan sosial, netral dalam politik, kadang kritis terhadap kebijakan."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Kelompok Pemuda
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Lapangan kampung, dermaga, pasar Agats, sekolah, titik kumpul komunitas."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Solidaritas, pengakuan sosial, respons cepat terhadap isu ketidakadilan."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Mobilisasi massa cepat, dominasi ruang publik, penyebaran informasi, aksi kolektif spontan."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Hubungan: Pengaruh dinamis tercepat adalah pemuda (mobilisasi spontan). Relasi bisa berubah cepat hanya karena satu insiden.
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kelompok Kemanusiaan (LSM, Pendidikan, Kesehatan)"
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Puskesmas, sekolah, kantor LSM, kampung terpencil."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Perlindungan kelompok rentan, penyaluran bantuan, advokasi hak masyarakat, peningkatan layanan sosial."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Data/informasi lapangan, jaringan eksternal, advokasi publik, mendesak akuntabilitas."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Hubungan: Kemanusiaan dan Pemerintah kooperatif dalam program sosial, kadang berbeda pandangan soal pendekatan keamanan."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Kelompok Ekonomi (Pedagang & Distributor / Pelaku Usaha)
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Lokasi Aktivitas: Pasar Agats, pertokoan, pelabuhan/dermaga, gudang logistik."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Tujuan: Stabilitas usaha, kelancaran distribusi barang, keamanan aktivitas ekonomi."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,"Kemampuan: Kontrol barang pokok, pengaruh harga, hubungan lintas kelompok sosial."
Asmat,RJF,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka?,Hubungan: Pengaruh ekonomi paling sensitif adalah pedagang dan distributor.
Asmat,RJF,KII,Bagaimana anda melihat mereka?,"Semua kelompok (politik, keamanan, adat, agama, kemanusiaan, pemuda, ekonomi) adalah bagian dari struktur sosial yang hidup. Peran mereka menentukan stabilitas sosial dan pengaruhnya langsung terasa di masyarakat. Keseimbangan antar kelompok menjadi kunci kedamaian; tidak ada satu kelompok pun yang bisa berdiri sendiri."
Asmat,RJF,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,"Situasi keamanan? Tren: fluktuatif, relatif tenang namun sensitif terhadap insiden lokal; pengamanan titik strategis meningkat bila isu viral. Risiko: insiden adat atau hukum bisa memicu solidaritas marga -> reaksi massa cepat; gangguan sesaat menghambat sekolah, kesehatan, logistik."
Asmat,RJF,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,Situasi ekonomi? Tren: harga barang sensitif pada cuaca/transportasi; ketergantungan distribusi luar wilayah; UMKM lokal berpotensi tumbuh. Risiko: gangguan transportasi -> kenaikan harga -> keresahan; keterlambatan bantuan pangan di kampung terpencil.
Asmat,RJF,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,"Situasi sosial? Tren: kerentanan psikososial meningkat bila ketegangan berulang; absensi sekolah saat gangguan; gereja, sekolah, kader kesehatan jadi penyangga. Risiko: putus sekolah sementara, gangguan layanan ibu–anak, konflik kecil antar pemuda."
Asmat,RJF,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,"Keamanan Staf: Paparan insiden spontan, kecurigaan terhadap pihak luar, perjalanan sungai/laut berisiko saat tegang. Mobilitas staf terbatas, protokol keamanan tambahan diperlukan, komunikasi intens dengan tokoh adat/agama sebelum kegiatan."
Asmat,RJF,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,"Pelaksanaan Program: Penundaan kegiatan lapangan, perubahan prioritas mendadak, disrupsi logistik. Target mundur, anggaran membengkak, moral tim menurun."
Asmat,RJF,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,"Akses ke Masyarakat: Akses tertutup sementara bila solidaritas marga menguat, masyarakat lebih selektif menerima pihak luar, mediasi adat jadi prasyarat. Penjangkauan kelompok rentan terganggu, data lapangan tidak lengkap."
Asmat,RJF,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,Reputasi & Persepsi: Risiko dipersepsikan berpihak bila tidak netral. Advokasi yang tidak sensitif bisa memicu resistensi. Respons cepat dan humanis meningkatkan kepercayaan.
Asmat,RJF,KII,Apa konsekuensinya terhadap Kegiatan respon bencana konflik/kegiatan pemberdayaan/kegiatan yang sifatnya membangun perdamaian,"Desain program fleksibel, buffer waktu & stok logistik, integrasi komponen psikososial & komunikasi risiko. Respons harus berlapis: darurat untuk menyelamatkan nyawa, jangka panjang untuk membangun ketahanan. Tanpa kesinambungan, siklus krisis akan berulang."
Asmat,RJF,KII,Pesan publik dan swasta eksternal seperti apa yang perlu kami sampaikan,"Konsistensi pesan, netralitas politik, akuntabilitas publik. Sosialisasi lewat forum adat/gereja, transparansi tujuan & manfaat program."
