Wilayah,Kelompok_Usia,Jenis_Kelamin,Kategori_Responden,Pertanyaan,Tanggapan
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,"di tahun lalu, saya menjaga bapa di rumah sakit. Kalau tidak ada gula dan kopi, maka saya cari kerja untuk dapat hasil. Tiap pagi tanpa makan berangkat kerja juga saya bisa."
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Sebelum ada kebun tidak menyiram tanaman tapi sekarang ada kebun jadi bantu siram dan panen.
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,tidak ada yang berubah.
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang menurutmu akan terjadi di komunitasmu dalam waktu dekat?,"Adanya beberapa bantuan yang akan datang di Feb-Maret, misalnya bansos, DD, dll sehingga akan ada pembelian-pembelian untuk kebutuhan, termasuk untuk berbagi dengan keluarga yang tidak mendapat bantuan sehingga uang akan cepat habis."
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang menurutmu akan terjadi di komunitasmu dalam waktu dekat?,Orang Asmat itu tidak bisa tahan uang karena akan dibagi untuk keluarganya.
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang menurutmu akan terjadi di komunitasmu dalam waktu dekat?,"Yang bisa dilakukan agar uang digunakan adalah langsung membeli untuk bahan makanan (beras), dan bensin untuk mencari (mencari=bekerja)."
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang membuatmu merasa aman?,Langsung pulang ke rumah atau langsung lapor ke mama jika ada yang kumpul-kumpul miras (biasanya kakak-kakak pemuda).
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa yang membuatmu merasa aman?,Mengecek kembali peralatan sebelum digunakan untuk bekerja karena takut juga kalau sengsor/gergaji mesin untuk belah kayu itu rusak dan bisa melukai bagian tubuh.
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,"Apa ketakutanmu? Bagaimana kamu mengatasi situasi tersebut (misalnya, kepada siapa kamu pergi, apa yang kamu lakukan)?",Ketakutan dipukul atau kekerasan karena ada yang miras atau ada yang pegang parang saat marah.
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,"Apa ketakutanmu? Bagaimana kamu mengatasi situasi tersebut (misalnya, kepada siapa kamu pergi, apa yang kamu lakukan)?","Saat tebang kayu ada ketakutan kecelakaan kerja, misalnya rantai sengsor kayu lepas saat mesin masih hidup, businya rusak takut kesetrum. Mitigasi: cek kembali sebelum dipakai."
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa harapanmu untuk komunitasmu (kampung) di masa depan?,"Harapan dengan adanya pembersihan kampung/swadaya/gotong royong yang masyarakat lakukan, orang-orang dinas dapat dapat ke kampung dan cek agar setiap kampung (Warse, Birak, Akamar) bisa mendapat nama yang baik (maksudnya: diketahui bahwa di kampung masyarakat melakukan pekerjaan)."
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Apa harapanmu untuk komunitasmu (kampung) di masa depan?,Untuk yang sudah lulus SMA dan punya ijazah harapannya untuk bisa dapat lowongan kerja di WVI (mencari kerja di kampung sulit).
"Asmat, Papua Selatan",Anak,Laki laki,Masyarakat,Bagaimana menurut kamu pemuda dapat berkontribusi dalam mengubah situasi?,Mau berkontribusi di rumah baca untuk ajar adik-adik
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun pagi hari langsung timba ait untuk masak dan labjut masak, lalu membersihkan rumah, sarapan, pergi cari makan (ke hutan atau kali) pulang sore lanjutkan bereskan rumah , setelah semua selesai mandi, makan, duduk bersantai lanjut tidur istirahat"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun pagi, bereskan rumah, sarapan, siram dan potong rumput di kebun apung, jaga adik kecil, bantu orang tua untuk pangkur sagu, man, makan malam, duduk santai, lanjut tidur dan beristirahat"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun langsung brsihkan rumah , sarapan , ngopi, istirahat siang, mandi, jalan keliling kampung, pulang , mandi, makan, istirahat"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Kegiatan mencari karaka dari bulan lalu dan mendapatkan hasil 30-55 ribu perharinya
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Dari hasil kebun apung yang dibuat WVI menghasilkan dan dapat digunakan di rumah juga dijual di agats dengan harga 10rb/ikat
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Dari hasil penjualan membantu perekonomian yang dapat digunakan dalam keperluan sehari-hari
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang menurutmu akan terjadi di komunitasmu dalam waktu dekat?,"Ada pencairan BLT di kantor POS dan bisa membeli pakaian , kebutuhan rumah juga kebutuhan pribadi"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang menurutmu akan terjadi di komunitasmu dalam waktu dekat?,Biasanya orangtua setelah mendapatkan BLT kasih sedikit ke anak-anak dan dapat dipergunakan untuk membeli keperluan pribadi
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa yang membuatmu merasa aman?,Merasa aman karena adanya orangdewasa di sekitaran
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,"Apa ketakutanmu? Bagaimana kamu mengatasi situasi tersebut (misalnya, kepada siapa kamu pergi, apa yang kamu lakukan)?",Ketakutan dipukul atau kekerasan karena ada yang miras atau ada yang pegang parang saat marah.
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,"Apa ketakutanmu? Bagaimana kamu mengatasi situasi tersebut (misalnya, kepada siapa kamu pergi, apa yang kamu lakukan)?","Hujan deras, angin kencang, karena bisa membuat pohon jatuh dan kayu berterbangan"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,"Apa ketakutanmu? Bagaimana kamu mengatasi situasi tersebut (misalnya, kepada siapa kamu pergi, apa yang kamu lakukan)?","Takut remaja putra mabuk karena sering marah dan pukul , dan ada pernah saling serang antar kampung karena mengganggu saudara Perempuan"
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa harapanmu untuk komunitasmu (kampung) di masa depan?,Untuk bisa mempunyai kegiatan lebih bermanfaat contoh kegiatan Latihan lagu di gereja
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Apa harapanmu untuk komunitasmu (kampung) di masa depan?,Melakukan kegiatan lomba seikami atau missioner dari suster
"Asmat, Papua Selatan",Anak,Perempuan,Masyarakat,Bagaimana menurut kamu pemuda dapat berkontribusi dalam mengubah situasi?,"Mau berkontribusi di rumah baca untuk ajar adik-adik di rumah baca , juga ikut lomba Paduan suara gereja antar distrik , dan ikut ambil bagian dalam kegiatan pesta budaya"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Penampungan air hujan/blong umum di setiap kampung, per kampung ada 4 blong."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Perbaikan jalan di teras aula karena sering ada kegiatan masyarakat di sana, termasuk kegiatan pemberian makan anak di sekolah"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Butuh speed bermesin/fiber
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Perbaikan kamar mandi yang rusak di tiap rumah
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Renovasi kebun apung yang sudah rusak
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,WVI
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"Dewan-dewan daerah, bupati, wakil bupati. Namun mereka tidak dekat dengan masyarakat dan tidak mendengar suara masyarakat"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"Masyarakat sendiri bisa bekerja namun perlu bantuan untuk bahan bakunya, misalnya paku, kayu, dll"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"WVI dukung masyarakat dengan mengajak masyarakat bertemu dengan dinas pertanian, perkebunan, dll"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Air di kampung Akamar yang untuk masyarakat umum/yang tidak punya blong air dipakai untuk kegiatan memasak bagi anak sekolah sehingga mereka tidak bisa ambil air sehingga ada pertentangan juga. Hasil diskusi: WVI tidak apa-apa berkegiatan di sana dan jika masyarakat sangat memerlukan air bisa hubungi staf dan datang. Namun dari dewan gereja menyampaikan bahwa WVI pakai saja, tidak perlu pusing dengan hal itu."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Kebutuhan masyarakat yang sudah dimasukkan di Musrenbang tidak dijawab karena pengadaan yang dilakukan hanya untuk kepentingan orang penting/orang dekat/pendukung politik/keluarga pemimpin saja bukan untuk masyarakat kecil. Sehingga masyarakat sendiri yang harus cari jalan sendiri.
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Pengadaan dari pemerintah kampung:
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Kampung Birak & Akamar: ada pengadaan barang namun langsung diberikan ke proyek/kontraktor/untuk keluarga pemimpin saja.
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Kampung Warse: pengadaan hanya diberikan untuk orang tertentu saja.
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Selain itu, bantuan yang sampai ke masyarakat dipotong di distrik dan di kampung sehingga yang sampai ke masyarakat tidak penuh."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Penerima manfaat program WVI: orang yang ikut kegiatan hanya orang itu-itu saja, ada komplain dari orang yang tidak terima bantuan (penampungan air hujan/blong). Lalu, ada perbedaan dengan project PASTI dimana ada 1 kampung dampingan PASTI yang di luar dampingan Asmat, yaitu Kampung Sesakam, dimana peserta dari Sesakam yang diminta datang ke Warse menerima bantuan berupa biaya transportasi. Tapi di 3 kampung (Warse, Birak, Akamar) tidak dapat. Mohon sampaikan ke Adik Jimmy (koordinator PASTI) untuk bisa adil dan tidak berat sebelah. Takutnya ke depan ada palang-palang. (Catatan: terkait hal ini, hasil diskusi telah disampaikan ke Om Jimmy dan langsung dibahas di pertemuan PASTI saat kelas bapak-bapak keesokan harinya. Hal ini dikarenakan kampung Warse, Birak, dan Akamar masih satu daratan sementara kampung Sesakam beda daratan sehingga perlu biaya transportasi naik fiber/speed. Info dari Om Jimmy bahwa hal ini sudah dijelaskan ke masyarakat sebelumnya)"
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Selain itu, ibu-ibu ada yang mengeluh mengapa ibu-ibu yang masak itu-itu saja maunya bergantian agar ibu-ibu lain juga bisa belajar memasak."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Kampung Warse adalah kampung terburuk di antara Akamar dan Birak: bantuan dari kabupaten diambil banyak oleh kepala kampung, beras raskin masyarakat tidak dapat, kepala kampung anti masyarakat."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana ketegangan-ketegangan tersebut muncul di komunitas Anda?,Adanya kecemburuan sosial/iri hati terhadap pemilihan/penerima manfaat
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Mengapa ketegangan ini terjadi?,"Kepala kampung memihak kepada simpatisan/yang berpihak padanya/yang memilih saat pemilihan, maka untuk simpatisan diberikan lebih banyak bantuan. Hal ini bisa terjadi karena pengambilan dana kampung bersifat kolektif dari pemerintah kampung. Walaupun setiap kepala keluarga (KK) sudah punya nama tapi di kampung bisa dicoret dari daftar penerima manfaat. Hal ini terjadi untuk memenuhi kebutuhan kepala kampung dan aparatnya (sembako, bbm, dan untuk membayar hutang) sehingga BLT dipotong 200-300 ribu. Lalu, yang harusnya lansia mendapat bantuan namun yang dapat anak-anak muda."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Mengapa ketegangan ini terjadi?,"Pemilihan kepala kampung: sebelumnya dipilih dari suara masyarakat. Saat ini, bupati sendiri yang memilih dan menetapkan kepala kampung. Kepala kampung Birak yang minta untuk langsung dipilih."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Mengapa ketegangan ini terjadi?,"Musrenbang: masukan masyarakat sudah diberikan namun karena pilihan politik yang berbeda maka tidak direalisasikan. Kalau kasih suara sedikit untuk kepala terpilih, maka bantuan sulit masuk. Kalau kasih suara 100%, maka akan diprioritaskan dan diberikan bantuan."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana ketegangan berubah dalam beberapa bulan terakhir?,Untuk kegiatan WVI sudah dikomunikasikan jika ada perbedaan-perbedaan pendapat terkait kelompok masak ibu-ibu yang sudah dibagi per kampung. Terkait dengan pemerintah belum ada.
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana ketegangan berubah dalam beberapa bulan terakhir?,"Perubahan bisa terjadi, jika: a) ada kerjasama dari berbagai pihak b) tergantung pemimpin/pemerintah daerah. Namun, saat ini tidak ada perubahan karena tidak ada pertemuan dengan masyarakat. Hanya dengar perintah pimpinan saja, tidak dengar suara masyarakat."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa saja kelompok rentan di komunitas Anda? Bagaimana peningkatan ketegangan akan berdampak pada kelompok-kelompok ini (terutama anak-anak dan remaja)?,"Kelompok rentan selain anak-anak, lansia, perempuan, disabilitas, ada juga ibu hamil dan balita. Ibu hamil dan anak balita hanya bisa pasrah, mereka tidak bisa menentang/menyuarakan pendapat. Para lansia masih bisa menyuarakan pendapat mereka walaupun ada perbedaan pendapat (menentang)."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di negara ini?,"Hal yang menyatukan di negara adalah dengan tinggal di suatu tempat (misalnya di kampung) dengan maksud baik/positif, membawa nama baik, menyatakan wibawa dan martabat. Misalnya, staf WVI yang berasal dari luar Papua."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di negara ini?,"Memecah belah: kita suku Papua sudah dimerdekakan namun batas wilayah masih dipegang Indonesia. Indonesia bilang kita itu teroris. Yang punya tanah ini orang Papua. Orang Papua bukan teroris, namun haknya itu yang mereka tuntut. Kami belum terpisah dari Indonesia dan aparat ancam kami (masyarakat) sampai ke kampung-kampung. Selain itu, kita juga dijajah secara sederhana seperti ada penipuan dana-dana yang seharusnya untuk masyarakat."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,Menyatukan: orang tua-tua
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,Memecah belah: pembagian dana/pengadaan yang tidak sesuai/tidak adil.
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian?",Linmas (dari pemerintah) yang mengamankan masyarakat
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian?",Tua-tua adat (biasanya pertemuan di jew. Jew adalah bangunan besar untuk kumpulan bujang) untuk mencari solusi jika ada masalah
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa saja tokoh yang paling berpengaruh di wilayah ini?,Tokoh agama: tiga dewan
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa saja tokoh yang paling berpengaruh di wilayah ini?,Pemerintah: RT/Kepala Kampung
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa saja tokoh yang paling berpengaruh di wilayah ini?,Adat: tua-tua adat
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Siapa saja tokoh yang paling berpengaruh di wilayah ini?,Tokoh pemuda
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang para aktor tersebut?,Dewan gereja: masyarakat biasanya menghargai dan mendengar
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang para aktor tersebut?,Aparat kampung: dipercaya oleh kepala kampung dan masyarakat
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang para aktor tersebut?,Kepala kampung: tidak peduli dengan masyarakat dan kurang dipercaya masyarakat
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi Keamanan , mabuk ketika ada dana bantuan datang sehinnga ada linmas untuk menertibkan masyarakat dan butuh tua-tua adat untuk memberikan aturan
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi politik,"jika ada perubahan kepala kampung, bupati dan wakil bupati maka yakin akan ada perubahan pada kampung dan pembagian yang lebih adil."
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi ekonomi,jika dapat dana bantuan akan segera habis sehingga perlu dimasukkan ASKA agar ada tabungan
"Asmat, Papua Selatan",Dewasa,Laki laki,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi Sosial,saling jaga dan gotong royong akan tetap dilakukan. Contohnya ada 1 bapak yang ambil banyak bibit sagu di fiber/speedboatnya untuk dibagi ke masyarakat yang belum punya bibit. Biasanya masyarakat kampung ini akan selalu saling bantu.
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Pembatas dipinggir kebun menggunakan jala/tapis untuk tidak kecurian
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Kolam ikan bukan perkampung tapi perkolam 3-4 KK
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Penyiram untuk kebun apung
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Pengadaan untuk sumur/PAH bagi yang belum memiliki
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Sekop untuk mengambil tanah sarang hutan
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Renovasi kebun apung yang lama
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan kebutuhan ini?,WVI
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan kebutuhan ini?,Kepala Kampung. Namun hanya mendahulukan keluarga terlebih dahulu
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan kebutuhan ini?,Kepala kampung membantu memberikan rumah namun hanya rumah kosong tanpa adanya kamar mandi dan PAH
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Pemilihan kepala kampung dipilih oleh Pemkamp tanpa meminta suara dari Masyarakat
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Kepala kampung melakukan peminjaman untuk kebutuhan sendiri namun pembayaran menggunakan Anggaran Dana Desa (ADD) yang mengakibatkan bantuan untuk Masyarakat berkurang
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Kader Posyandu belum terima honor yang seharusnya honor untuk posyandu diambil dari ADD , namun pada saat ADD keluar honor untuk Kader tidak dibayarkan"
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Bagaimana ketegangan-ketegangan tersebut muncul di komunitas Anda?,Kepala kampung dipilih Bupati karena merupakan Timses pada saat kampanye/pemilu
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Bagaimana ketegangan-ketegangan tersebut muncul di komunitas Anda?,Fiber bantuan yang diberikan ditiap kampung diberlakukan pinjam/sewa dengan berbayar
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Bagaimana ketegangan-ketegangan tersebut muncul di komunitas Anda?,"Kelompok orangtua masak mengeluhkan kebutuhan pribadai unntuk dibawa kerumah (gula,kopi,detergen)"
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Mengapa ketegangan ini terjadi?,Kelompok orangtua masak untuk kegiatan school feeding tidak berganti
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa saja kelompok rentan di komunitas Anda? Bagaimana peningkatan ketegangan akan berdampak pada kelompok-kelompok ini (terutama anak-anak dan remaja)?,Anak
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa saja kelompok rentan di komunitas Anda? Bagaimana peningkatan ketegangan akan berdampak pada kelompok-kelompok ini (terutama anak-anak dan remaja)?,Remaja Puti
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa saja kelompok rentan di komunitas Anda? Bagaimana peningkatan ketegangan akan berdampak pada kelompok-kelompok ini (terutama anak-anak dan remaja)?,Penderita sakit tahunan
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di negara ini?,Karena jarak dan ingin kebebasan sendiri
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,"Kesalahpahaman yang membuat berkelahi , karena ADD cair Masyarakat minum dan mengganggu Masyarakat lewat"
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Siapa saja tokoh yang paling berpengaruh di wilayah ini?,"Pastor, Kepala kampung, Dewan gereja, RT, tetua adat, Bamuskam"
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Bagaimana masyarakat memandang para aktor tersebut?,Mendengarkan apabila diberikan arah
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi Keamanan ,"Adanya Polsek, Satgas, akan damai karna adanya penjagaan, Linmas tidak berjalga tiap malam/hanya hari tertentu atau tunggu ada keributan, Pencurian semakin meningkat"
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi politik, Agar kepala kampung merenovasi jembatan
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi ekonomi,Membukan rekening dan menyetor ke bank apabila ada bantuan cair
"Asmat, Papua Selatan",Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan Situasi Sosial,Saling Bantu dan saling dukung
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Air bersih (sumur bor) note sudah 2 kali pasang tapi rusak karena hanya menggunakan selang (kejadian paling mungkin selang rusak Masyarakat membakar sampah dan tidak sengaja terkena selang).
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Ekonomi (keramba ikan) note yang hanya kepala suku yang mendapat keramba ikan Masyarakat tidak dapat.
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Hanya dapat bantuan ikan dari distrik note tidak semua orang hanya 10 orang (kemungkinan yang mendapatkan hanya yang kurang mampu)
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Jaring ikan
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Bantuan BLT (yang di dapat merata)
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Bangunan permanent rumah baca
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,"Anak sekolah tetap membayar Komite (belum terhitung biaya speed, ojek, taksi)"
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Sekolah belum memiliki MCK
Sentani,Dewasa,Perempuan,Masyarakat,Apa kebutuhan utama di kampung,Gedung sekolah TK belum ada (masih menumpang gedung posyandu)
Sentani,Dewasa,Perempuan,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"Pemerintah (Bupati, distrik)"
Sentani,Dewasa,Perempuan,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"Dana kampung terpotong (terpotong dari pusat, kemungkinan program nasional)"
Sentani,Dewasa,Perempuan,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,mungkin hanya salah penyampaian
